id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
URGCP	4	0.26048	0.22489	0.679167	8112	2	-0.56322	0.96083	0.93052	1.0	20018	0	-0.56322
MYCBP	3	0.26055	0.31658	0.742356	8113	1	0.28367	0.55951	0.52894	0.963749	12590	1	0.28367
LIPE	3	0.26055	0.31658	0.742356	8114	1	0.6436	0.17083	0.27361	0.963749	5823	2	0.6436
HOXD11	5	0.26059	0.27347	0.70463	8115	1	0.03548	0.3545	0.50839	0.963749	9582	2	0.03548
UPK1A	5	0.26061	0.27347	0.70463	8116	2	0.38536	0.21707	0.37213	0.963749	6964	2	0.38536
PDS5A	5	0.26061	0.27347	0.70463	8117	2	0.32285	0.27991	0.4355	0.963749	8176	2	0.32285
ATP1B4	5	0.26061	0.27347	0.70463	8118	2	0.16278	0.93658	0.90545	0.998956	19569	0	0.16278
GBP5	3	0.26074	0.31658	0.742356	8119	1	0.073849	0.58343	0.54868	0.963749	12963	1	0.073849
AHDC1	3	0.26102	0.31658	0.742356	8120	1	0.62401	0.15191	0.2469	0.963749	5353	2	0.62401
MYO9B	3	0.26102	0.31658	0.742356	8121	1	-0.33679	0.8935	0.84475	0.981389	18679	0	-0.33679
ARID3B	5	0.26104	0.27347	0.70463	8122	2	-0.22025	0.28905	0.443	0.963749	8350	1	-0.22025
PAPPA	4	0.26105	0.22704	0.684003	8123	1	0.51505	0.15095	0.26579	0.963749	5324	2	0.51505
CSPP1	4	0.26105	0.22704	0.684003	8124	1	0.58714	0.19177	0.32349	0.963749	6351	2	0.58714
TARDBP	4	0.26116	0.22778	0.685028	8125	2	-1.3503	0.9294	0.89162	0.994494	19427	0	-1.3503
SHISA2	5	0.26123	0.27347	0.70463	8126	1	-0.09271	0.9772	0.95635	1.0	20344	0	-0.09271
NAP1L4	5	0.26123	0.27347	0.70463	8127	2	-0.45922	0.090114	0.19921	0.963749	3755	2	-0.45922
RGS3	3	0.2613	0.31658	0.742356	8128	1	-0.21403	0.76791	0.71035	0.963749	16108	0	-0.21403
GPR64	5	0.26138	0.27347	0.70463	8129	2	0.16477	0.67732	0.69044	0.963749	14437	1	0.16477
HAPLN3	5	0.26138	0.27347	0.70463	8130	2	0.13817	0.89624	0.85573	0.982643	18736	0	0.13817
ZEB2	5	0.26138	0.27347	0.70463	8131	2	0.15132	0.65825	0.67913	0.963749	14119	1	0.15132
GAMT	4	0.26143	0.22852	0.68625	8132	2	-1.2681	0.93043	0.89244	0.994494	19451	0	-1.2681
DKK4	6	0.26149	0.32118	0.744574	8133	2	0.51428	0.00471	0.017271	0.963749	314	3	0.51428
CXCR7	1	0.2616	0.18811	0.634668	8134	1	-1.8075	0.7384	0.81189	0.973952	15500	0	-1.8075
BATF	3	0.26161	0.31658	0.742356	8135	1	0.43347	0.58631	0.55408	0.963749	13013	1	0.43347
HRASLS	3	0.26161	0.31658	0.742356	8136	1	0.22976	0.85151	0.80103	0.973851	17780	0	0.22976
STARD13	5	0.26163	0.27347	0.70463	8137	1	1.0939	0.0081123	0.029941	0.963749	517	4	1.0939
E2F8	5	0.26166	0.27347	0.70463	8138	2	0.41776	0.12235	0.25916	0.963749	4600	2	0.41776
ZNF585A	4	0.26168	0.22852	0.68625	8139	1	-0.073842	0.66389	0.63585	0.963749	14200	1	-0.073842
XKRX	6	0.26174	0.32118	0.744574	8140	3	0.025708	0.05833	0.15767	0.963749	2659	3	0.025708
OR52J3	4	0.26175	0.22852	0.68625	8141	2	-1.1883	0.86771	0.82096	0.975854	18120	0	-1.1883
LIMS3L	1	0.26189	0.1892	0.635796	8142	1	-1.499	0.73811	0.8108	0.973952	15491	0	-1.499
PGPEP1	4	0.26192	0.22852	0.68625	8143	2	-1.203	0.71647	0.67806	0.963749	15078	1	-1.203
DRP2	4	0.26194	0.22852	0.68625	8144	2	-0.97881	0.18943	0.32144	0.963749	6299	1	-0.97881
ERGIC1	1	0.26197	0.1892	0.635796	8145	1	-1.6392	0.73803	0.8108	0.973952	15488	0	-1.6392
HMX1	4	0.262	0.22929	0.687538	8146	2	-0.8617	0.69423	0.66049	0.963749	14717	1	-0.8617
POLB	4	0.26204	0.22929	0.687538	8147	2	-1.007	0.78267	0.72038	0.964683	16424	0	-1.007
EVC	3	0.26221	0.31658	0.742356	8148	1	0.17126	0.78179	0.72601	0.96572	16411	0	0.17126
DTD1	5	0.26222	0.27365	0.70463	8149	2	-0.046523	0.18046	0.33277	0.963749	6072	1	-0.046523
STAT6	5	0.26222	0.27365	0.70463	8150	2	0.12313	0.17919	0.32783	0.963749	6053	2	0.12313
RNASE12	5	0.26222	0.27365	0.70463	8151	2	0.17083	0.28535	0.43881	0.963749	8272	1	0.17083
CCT6B	4	0.26226	0.22929	0.687538	8152	2	-0.89032	0.25506	0.38058	0.963749	7699	2	-0.89032
MTRNR2L2	4	0.26228	0.23044	0.688708	8153	1	0.016482	0.62536	0.61812	0.963749	13576	1	0.016482
RAB8B	4	0.26228	0.23044	0.688708	8154	1	0.4039	0.66141	0.63585	0.963749	14159	1	0.4039
TMPRSS9	4	0.26228	0.23044	0.688708	8155	1	0.35106	0.020708	0.05054	0.963749	1159	1	0.35106
GTF2E1	6	0.26229	0.32556	0.749245	8156	2	0.38283	0.087225	0.21453	0.963749	3661	3	0.38283
ATR	2	0.26233	0.19814	0.643492	8157	1	-4.4288	0.83819	0.78384	0.97032	17523	0	-4.4288
BCL6	2	0.26275	0.19814	0.643492	8158	1	-4.5887	0.88586	0.86203	0.984675	18509	0	-4.5887
ANKRD37	4	0.26297	0.2331	0.692991	8159	1	-0.082287	0.8025	0.74153	0.96572	16834	0	-0.082287
SP110	5	0.26304	0.27383	0.70463	8160	1	0.22168	0.10902	0.24013	0.963749	4255	2	0.22168
CSNK1G2	5	0.26304	0.27383	0.70463	8161	2	0.0065702	0.10781	0.23904	0.963749	4223	1	0.0065702
RNASE9	4	0.26309	0.2331	0.692991	8162	2	-0.87945	0.83191	0.78196	0.970158	17407	0	-0.87945
WDR52	6	0.26311	0.32556	0.749245	8163	3	-0.083459	0.36949	0.53593	0.963749	9796	2	-0.083459
FASTKD1	6	0.26311	0.32556	0.749245	8164	1	0.5996	0.10134	0.23634	0.963749	4059	3	0.5996
RAB12	6	0.26312	0.32579	0.749245	8165	2	-0.32257	0.29981	0.46824	0.963749	8588	1	-0.32257
SCARA5	6	0.26312	0.32579	0.749245	8166	2	-0.018031	0.12491	0.2758	0.963749	4661	2	-0.018031
KRT71	4	0.26313	0.2331	0.692991	8167	2	-0.85972	0.46424	0.53682	0.963749	11242	1	-0.85972
CLEC12A	5	0.26319	0.27383	0.70463	8168	2	-0.19298	0.8502	0.79471	0.970662	17752	0	-0.19298
hsa-mir-3656	4	0.26325	0.23387	0.693277	8169	2	-1.3923	0.96868	0.94717	1.0	20184	0	-1.3923
SLC38A8	3	0.26334	0.31658	0.742356	8170	1	0.1787	0.39636	0.43566	0.963749	10186	1	0.1787
PSMD14	4	0.26336	0.23387	0.693277	8171	2	-1.1421	0.90014	0.85955	0.984563	18814	0	-1.1421
NUTM2A	6	0.26338	0.32601	0.749245	8172	3	-0.52131	0.05514	0.14856	0.963749	2523	2	-0.52131
ITGA2	4	0.2634	0.23387	0.693277	8173	2	-1.0959	0.40613	0.51018	0.963749	10338	1	-1.0959
GUCY1A3	4	0.2634	0.23387	0.693277	8174	1	0.3773	0.57201	0.58628	0.963749	12801	1	0.3773
LEPREL1	4	0.2634	0.23387	0.693277	8175	1	0.2994	0.016493	0.043539	0.963749	958	2	0.2994
HOXB8	4	0.26348	0.23387	0.693277	8176	2	-0.76074	0.54411	0.56861	0.963749	12363	1	-0.76074
SNRPC	1	0.26353	0.19355	0.640463	8177	1	-1.7192	0.73647	0.80645	0.973952	15463	0	-1.7192
ZMIZ1	5	0.26357	0.27383	0.70463	8178	2	0.29381	0.37435	0.528	0.963749	9854	1	0.29381
GPM6A	4	0.26358	0.23387	0.693277	8179	2	-0.69949	0.10898	0.21218	0.963749	4253	2	-0.69949
MILR1	6	0.26363	0.32601	0.749245	8180	3	-0.34099	0.29368	0.46379	0.963749	8456	1	-0.34099
COLGALT1	5	0.26363	0.27383	0.70463	8181	2	0.12567	0.5397	0.62683	0.963749	12288	1	0.12567
MSLN	5	0.26363	0.27383	0.70463	8182	1	0.85846	0.0041829	0.014309	0.963749	276	4	0.85846
GIN1	5	0.26363	0.27383	0.70463	8183	1	0.26195	0.034489	0.092683	0.963749	1769	1	0.26195
OR8G5	3	0.26387	0.31658	0.742356	8184	1	0.52572	0.47081	0.4787	0.963749	11319	1	0.52572
WDR48	4	0.2639	0.23387	0.693277	8185	2	-0.89779	0.68243	0.65171	0.963749	14529	1	-0.89779
KCNIP4	6	0.26392	0.32601	0.749245	8186	3	-0.57688	0.95983	0.93589	1.0	20000	0	-0.57688
SCGB1A1	4	0.26394	0.23387	0.693277	8187	2	-0.76032	0.24925	0.37856	0.963749	7578	2	-0.76032
CA8	4	0.26396	0.23387	0.693277	8188	2	-0.87102	0.2247	0.35077	0.963749	7126	2	-0.87102
POP5	6	0.26403	0.32601	0.749245	8189	3	-0.44687	0.93735	0.90601	0.999418	19584	0	-0.44687
OR9Q2	4	0.26403	0.23387	0.693277	8190	1	-0.04924	0.69992	0.66402	0.963749	14806	1	-0.04924
AP3M2	5	0.26411	0.27383	0.70463	8191	2	0.37996	0.419	0.55649	0.963749	10543	2	0.37996
OR52I1	5	0.26411	0.27383	0.70463	8192	2	0.29053	0.88069	0.83063	0.979721	18394	0	0.29053
KPNA5	5	0.26411	0.27383	0.70463	8193	2	0.0026086	0.1512	0.29975	0.963749	5331	2	0.0026086
OR10G4	5	0.26412	0.27383	0.70463	8194	2	0.5359	0.024759	0.07063	0.963749	1353	2	0.5359
CDR2	5	0.26412	0.27383	0.70463	8195	2	0.17667	0.83365	0.78347	0.970243	17436	0	0.17667
SOX11	6	0.26414	0.32601	0.749245	8196	3	-0.081319	0.19685	0.36853	0.963749	6485	3	-0.081319
CNDP1	4	0.26432	0.23461	0.694699	8197	1	0.29047	0.45893	0.53329	0.963749	11161	1	0.29047
CXCL11	3	0.26443	0.31658	0.742356	8198	1	0.53148	0.19547	0.3022	0.963749	6453	2	0.53148
HLA-C	5	0.26448	0.27383	0.70463	8199	2	-0.017312	0.44345	0.57931	0.963749	10917	1	-0.017312
PLEKHF2	4	0.26449	0.23461	0.694699	8200	2	-0.7523	0.33779	0.46819	0.963749	9309	2	-0.7523
RLBP1	5	0.2645	0.27383	0.70463	8201	2	-0.3448	0.1711	0.31967	0.963749	5831	1	-0.3448
RNF6	5	0.2646	0.27383	0.70463	8202	2	0.44866	0.24006	0.39125	0.963749	7421	2	0.44866
ESPN	4	0.26461	0.23461	0.694699	8203	2	-1.1444	0.91684	0.87775	0.989477	19152	0	-1.1444
MTMR3	6	0.26464	0.32913	0.752627	8204	2	0.10111	0.059645	0.15915	0.963749	2712	3	0.10111
COIL	4	0.26472	0.23461	0.694699	8205	2	-0.78111	0.67788	0.64642	0.963749	14442	1	-0.78111
NEUROD6	2	0.26475	0.19814	0.643492	8206	1	-4.0592	0.41734	0.39168	0.963749	10520	1	-4.0592
CAMKK1	4	0.26492	0.23461	0.694699	8207	2	-0.96961	0.83461	0.78613	0.97032	17451	0	-0.96961
SULF1	4	0.26496	0.23461	0.694699	8208	2	-1.0492	0.9659	0.94267	1.0	20130	0	-1.0492
OR5J2	6	0.26501	0.32913	0.752627	8209	2	0.27735	0.4258	0.59313	0.963749	10651	2	0.27735
ABO	4	0.26503	0.23461	0.694699	8210	1	0.31945	0.21049	0.32975	0.963749	6811	2	0.31945
MAPK8	4	0.26503	0.23461	0.694699	8211	1	0.50296	0.18194	0.31074	0.963749	6110	2	0.50296
CFHR1	5	0.26504	0.27383	0.70463	8212	1	0.63894	0.081672	0.18383	0.963749	3515	3	0.63894
WFDC3	5	0.26504	0.27383	0.70463	8213	2	-0.50771	0.86902	0.81553	0.974221	18144	0	-0.50771
RPP25L	5	0.26511	0.27383	0.70463	8214	2	-0.36537	0.52839	0.6236	0.963749	12119	1	-0.36537
HLA-DRB1	5	0.26511	0.27383	0.70463	8215	2	0.5351	0.13843	0.28196	0.963749	5003	3	0.5351
TRAK1	5	0.26511	0.27383	0.70463	8216	2	0.29963	0.81029	0.76895	0.968649	16991	1	0.29963
OR2A14	5	0.26511	0.27383	0.70463	8217	2	0.23786	0.18565	0.33489	0.963749	6196	2	0.23786
SULT1C4	2	0.26528	0.19814	0.643492	8218	1	-4.1476	0.58517	0.52989	0.963749	12994	0	-4.1476
UGT3A2	4	0.26555	0.23695	0.69943	8219	2	-0.75542	0.2346	0.36117	0.963749	7315	2	-0.75542
MAN1A2	3	0.26559	0.31658	0.742356	8220	1	0.30455	0.12794	0.22109	0.963749	4730	1	0.30455
BRIP1	3	0.26559	0.31658	0.742356	8221	1	0.76461	0.052095	0.10512	0.963749	2412	2	0.76461
S100A4	5	0.26562	0.27383	0.70463	8222	2	-0.18118	0.27973	0.4355	0.963749	8171	1	-0.18118
METTL21D	4	0.26565	0.23695	0.69943	8223	2	-0.84317	0.49323	0.54398	0.963749	11621	1	-0.84317
NR5A1	5	0.26583	0.27383	0.70463	8224	2	0.63806	0.089323	0.19699	0.963749	3736	3	0.63806
EMILIN1	5	0.26586	0.27383	0.70463	8225	1	0.2422	0.086023	0.19212	0.963749	3622	2	0.2422
SAV1	5	0.26586	0.27383	0.70463	8226	2	-0.086396	0.43455	0.57539	0.963749	10789	2	-0.086396
PRIMA1	4	0.26587	0.23855	0.703367	8227	2	-1.1045	0.56767	0.58098	0.963749	12721	1	-1.1045
GSTT2B	2	0.26601	0.19814	0.643492	8228	1	-4.3001	0.69335	0.63329	0.963749	14706	0	-4.3001
C2CD3	3	0.26609	0.31658	0.742356	8229	1	0.33631	0.049784	0.10077	0.963749	2329	1	0.33631
FLYWCH1	4	0.26615	0.23855	0.703367	8230	2	-0.35336	0.88105	0.83824	0.981389	18400	0	-0.35336
PRKAA2	5	0.26628	0.27383	0.70463	8231	2	0.22525	0.89355	0.85095	0.981389	18681	0	0.22525
MYL12B	5	0.26628	0.27383	0.70463	8232	2	0.24034	0.11264	0.2435	0.963749	4337	2	0.24034
TAS2R5	5	0.26628	0.27383	0.70463	8233	2	-0.36647	0.54166	0.62683	0.963749	12322	1	-0.36647
DUSP6	5	0.26628	0.27383	0.70463	8234	2	0.59772	0.38789	0.53708	0.963749	10053	2	0.59772
MYO10	4	0.26632	0.23855	0.703367	8235	2	-0.77356	0.07623	0.16833	0.963749	3326	1	-0.77356
IL20RA	5	0.26645	0.27383	0.70463	8236	1	0.14629	0.16581	0.30955	0.963749	5691	2	0.14629
RBP3	5	0.26645	0.27383	0.70463	8237	2	0.21041	0.55111	0.63006	0.963749	12460	1	0.21041
hsa-mir-615	1	0.26647	0.20559	0.65573	8238	1	-1.6383	0.73353	0.79441	0.970662	15409	0	-1.6383
CEP97	6	0.26649	0.32913	0.752627	8239	2	-0.078351	0.5107	0.64775	0.963749	11851	1	-0.078351
TMEM17	3	0.26661	0.31658	0.742356	8240	1	0.62588	0.17696	0.2817	0.963749	5991	2	0.62588
SIRT2	6	0.26673	0.32913	0.752627	8241	1	0.47156	0.0036904	0.013408	0.963749	250	2	0.47156
ACSL3	5	0.26677	0.27383	0.70463	8242	2	-0.41831	0.43684	0.5765	0.963749	10827	1	-0.41831
CYBB	4	0.2668	0.24243	0.70463	8243	1	0.045935	0.67379	0.64467	0.963749	14365	1	0.045935
FABP3	4	0.2668	0.24243	0.70463	8244	1	0.24679	0.77908	0.71698	0.963749	16338	0	0.24679
SLCO2B1	4	0.26695	0.24551	0.70463	8245	2	-0.90726	0.8272	0.77773	0.970158	17317	0	-0.90726
GRM4	5	0.26701	0.27383	0.70463	8246	2	0.58647	0.11556	0.24855	0.963749	4422	3	0.58647
LRRN1	5	0.26709	0.27383	0.70463	8247	2	-0.40589	0.46337	0.59632	0.963749	11231	2	-0.40589
TMEM119	5	0.26709	0.27383	0.70463	8248	2	-0.27042	0.59718	0.64317	0.963749	13179	1	-0.27042
PHKB	5	0.26709	0.27383	0.70463	8249	2	0.70762	0.06107	0.16083	0.963749	2754	3	0.70762
CA13	5	0.26709	0.27383	0.70463	8250	2	0.36337	0.88446	0.83976	0.981389	18478	0	0.36337
ZBTB43	3	0.26717	0.31658	0.742356	8251	1	0.58484	0.13133	0.22311	0.963749	4823	2	0.58484
FNDC8	3	0.26717	0.31658	0.742356	8252	1	0.44505	0.56797	0.53797	0.963749	12728	1	0.44505
C8orf22	4	0.26728	0.24551	0.70463	8253	2	-0.70759	0.091617	0.19311	0.963749	3795	2	-0.70759
PCNA	1	0.26733	0.21217	0.659387	8254	1	-1.5655	0.73267	0.78783	0.97032	15396	0	-1.5655
PGA3	6	0.26734	0.33221	0.754218	8255	2	0.052053	0.33189	0.50921	0.963749	9190	1	0.052053
PIP5KL1	6	0.26734	0.33221	0.754218	8256	3	-0.35315	0.34359	0.51891	0.963749	9428	1	-0.35315
CDH7	1	0.26739	0.21217	0.659387	8257	1	-1.6011	0.73261	0.78783	0.97032	15395	0	-1.6011
NCAN	4	0.2674	0.24551	0.70463	8258	2	-0.92546	0.65514	0.63232	0.963749	14070	1	-0.92546
CNTD1	4	0.26745	0.24551	0.70463	8259	2	-1.2736	0.058313	0.13878	0.963749	2658	1	-1.2736
TAMM41	6	0.26748	0.33221	0.754218	8260	2	-0.26831	0.75742	0.76595	0.968649	15886	1	-0.26831
DRAM1	4	0.2675	0.24551	0.70463	8261	1	0.62573	0.072196	0.16163	0.963749	3172	3	0.62573
DIO3	4	0.2675	0.24551	0.70463	8262	1	0.2182	0.5287	0.56165	0.963749	12123	1	0.2182
ARF5	4	0.2675	0.24551	0.70463	8263	1	0.31288	0.14931	0.26387	0.963749	5285	2	0.31288
ZCCHC13	5	0.26755	0.27383	0.70463	8264	2	0.08692	0.58943	0.64153	0.963749	13065	1	0.08692
WRB	5	0.26755	0.27383	0.70463	8265	2	0.37116	0.16815	0.31467	0.963749	5754	2	0.37116
CKS2	5	0.26755	0.27383	0.70463	8266	1	0.94953	0.0095947	0.032795	0.963749	593	3	0.94953
ZNF587B	3	0.26755	0.31658	0.742356	8267	1	0.067806	0.55805	0.52894	0.963749	12567	1	0.067806
GID4	2	0.26763	0.19814	0.643492	8268	1	-3.929	0.72632	0.66194	0.963749	15271	0	-3.929
IGFBP7	5	0.26782	0.27383	0.70463	8269	2	0.13374	0.68198	0.69205	0.963749	14522	1	0.13374
KCNS1	3	0.26786	0.31658	0.742356	8270	1	0.67934	0.11828	0.21014	0.963749	4503	2	0.67934
CNGA2	3	0.26786	0.31658	0.742356	8271	1	0.25662	0.7315	0.67597	0.963749	15378	0	0.25662
TAF6	4	0.26796	0.24712	0.70463	8272	1	-0.2983	0.84595	0.79424	0.970662	17672	0	-0.2983
FAM210A	4	0.26796	0.24712	0.70463	8273	2	-0.37119	0.76835	0.71185	0.963749	16117	0	-0.37119
SLC35F6	4	0.26796	0.24712	0.70463	8274	1	0.15323	0.32548	0.46157	0.963749	9073	2	0.15323
PPIL3	4	0.26796	0.24712	0.70463	8275	1	0.92235	0.011192	0.032753	0.963749	674	3	0.92235
PLIN2	6	0.26801	0.33385	0.754218	8276	2	0.36846	0.16366	0.33111	0.963749	5640	3	0.36846
RCCD1	5	0.26802	0.27383	0.70463	8277	1	0.34611	0.38653	0.53525	0.963749	10031	2	0.34611
MRFAP1L1	6	0.26811	0.33385	0.754218	8278	3	-0.46324	0.18257	0.35748	0.963749	6128	1	-0.46324
EFCC1	5	0.26818	0.27383	0.70463	8279	2	-0.21692	0.94523	0.91501	1.0	19741	0	-0.21692
FOXD3	3	0.26818	0.31658	0.742356	8280	1	-0.11173	0.92491	0.88966	0.993488	19337	0	-0.11173
FGFRL1	2	0.26826	0.19814	0.643492	8281	1	-4.1456	0.61578	0.55972	0.963749	13411	0	-4.1456
NFYA	4	0.26847	0.24712	0.70463	8282	1	0.1547	0.93683	0.8997	0.996496	19573	0	0.1547
IL10	6	0.26851	0.33385	0.754218	8283	2	0.11222	0.81418	0.79047	0.97032	17060	1	0.11222
OR2A4	6	0.26851	0.33385	0.754218	8284	2	-0.24002	0.51818	0.65545	0.963749	11973	2	-0.24002
RPE	6	0.26851	0.33385	0.754218	8285	2	0.27337	0.1954	0.36731	0.963749	6449	2	0.27337
RPL23A	4	0.26856	0.24796	0.70463	8286	2	-1.1793	0.55705	0.57215	0.963749	12551	1	-1.1793
ATL1	4	0.2686	0.24796	0.70463	8287	2	-0.75006	0.32836	0.46157	0.963749	9129	1	-0.75006
CYP4B1	5	0.26863	0.27383	0.70463	8288	2	-0.30134	0.9425	0.91111	1.0	19672	0	-0.30134
TCN2	5	0.26863	0.27383	0.70463	8289	2	-0.33163	0.88291	0.8372	0.981019	18444	0	-0.33163
APPL1	5	0.26863	0.27383	0.70463	8290	2	0.93663	0.032144	0.088478	0.963749	1685	3	0.93663
ADRA1D	6	0.26871	0.33713	0.754838	8291	3	-0.29878	0.062838	0.16808	0.963749	2824	2	-0.29878
CACNA1B	6	0.26884	0.33713	0.754838	8292	2	0.0090192	0.70738	0.73555	0.96572	14923	1	0.0090192
TECR	4	0.26885	0.24796	0.70463	8293	1	-0.050689	0.88513	0.84275	0.981389	18493	0	-0.050689
FGF11	6	0.26888	0.33713	0.754838	8294	3	-0.36456	0.37773	0.54503	0.963749	9891	1	-0.36456
CTAG1B	1	0.26902	0.21653	0.665702	8295	1	-1.4055	0.73098	0.78347	0.970243	15366	0	-1.4055
VCX2	5	0.26911	0.27383	0.70463	8296	2	0.093048	0.49392	0.60884	0.963749	11629	1	0.093048
SACM1L	3	0.26916	0.31729	0.742356	8297	1	0.81161	0.055359	0.1095	0.963749	2538	2	0.81161
TMEM150A	5	0.26928	0.27383	0.70463	8298	2	0.32306	0.42998	0.57196	0.963749	10707	2	0.32306
TM6SF1	4	0.26929	0.24964	0.70463	8299	1	0.1397	0.8092	0.74627	0.96572	16967	0	0.1397
KLHL4	4	0.26929	0.24964	0.70463	8300	1	0.43069	0.34383	0.47306	0.963749	9429	1	0.43069
ANKRD45	6	0.26935	0.33878	0.755058	8301	3	-0.4984	0.77029	0.76889	0.968649	16160	1	-0.4984
RPL4	4	0.26942	0.2505	0.70463	8302	2	-1.0259	0.70958	0.67287	0.963749	14960	1	-1.0259
MKLN1	2	0.26948	0.19814	0.643492	8303	1	-3.8109	0.2119	0.26189	0.963749	6847	1	-3.8109
NDUFC1	5	0.26965	0.27383	0.70463	8304	2	-0.17293	0.89911	0.85804	0.983929	18796	0	-0.17293
NUGGC	3	0.26976	0.318	0.742771	8305	1	-0.34418	0.48102	0.493	0.963749	11469	1	-0.34418
DNAJB14	3	0.26976	0.318	0.742771	8306	1	0.076722	0.64179	0.58841	0.963749	13842	1	0.076722
RTN4RL1	4	0.2698	0.2505	0.70463	8307	1	0.86618	0.013971	0.037797	0.963749	827	3	0.86618
GRIPAP1	4	0.2698	0.2505	0.70463	8308	1	0.11991	0.77475	0.71359	0.963749	16253	0	0.11991
OR56A4	4	0.2698	0.2505	0.70463	8309	1	0.037207	0.50728	0.55112	0.963749	11812	1	0.037207
C18orf21	4	0.2698	0.2505	0.70463	8310	2	-0.66956	0.86452	0.81363	0.974109	18040	0	-0.66956
CENPQ	4	0.2698	0.2505	0.70463	8311	1	-0.16986	0.75843	0.70477	0.963749	15914	0	-0.16986
ASUN	4	0.26987	0.2505	0.70463	8312	2	-0.94122	0.6153	0.61459	0.963749	13405	1	-0.94122
hsa-mir-5096	4	0.26993	0.25134	0.70463	8313	2	-0.77149	0.62843	0.61982	0.963749	13632	1	-0.77149
SUSD1	5	0.26996	0.27383	0.70463	8314	1	0.37528	0.20728	0.36075	0.963749	6727	2	0.37528
KRTAP19-3	5	0.26996	0.27383	0.70463	8315	2	0.62377	0.11732	0.25418	0.963749	4470	3	0.62377
LOC391322	4	0.26999	0.25134	0.70463	8316	2	-0.63068	0.529	0.56165	0.963749	12129	1	-0.63068
TLCD2	6	0.27004	0.33878	0.755058	8317	2	0.25532	0.35202	0.52622	0.963749	9554	1	0.25532
EMILIN3	3	0.27004	0.318	0.742771	8318	1	0.17471	0.11691	0.20191	0.963749	4454	1	0.17471
SH2B2	5	0.27031	0.27383	0.70463	8319	2	0.10797	0.71277	0.70507	0.963749	15015	1	0.10797
SAC3D1	5	0.27031	0.27383	0.70463	8320	2	0.35407	0.43415	0.57539	0.963749	10779	2	0.35407
RBP5	5	0.27031	0.27383	0.70463	8321	2	0.14425	0.3678	0.52699	0.963749	9768	1	0.14425
FERMT3	5	0.27033	0.27383	0.70463	8322	1	0.24516	0.87368	0.8197	0.975842	18236	0	0.24516
MAPRE2	5	0.27033	0.27383	0.70463	8323	2	0.12896	0.86135	0.81118	0.973952	17964	0	0.12896
GPR125	4	0.27039	0.25134	0.70463	8324	1	0.088467	0.2083	0.32975	0.963749	6749	1	0.088467
DSTYK	4	0.27039	0.25134	0.70463	8325	2	-0.42396	0.81353	0.75089	0.965722	17054	0	-0.42396
F13A1	2	0.27047	0.19814	0.643492	8326	1	-3.7614	0.48156	0.44181	0.963749	11474	1	-3.7614
ISM2	6	0.2705	0.33878	0.755058	8327	3	-0.36542	0.1262	0.27962	0.963749	4695	2	-0.36542
ADD3	4	0.27052	0.25134	0.70463	8328	2	-1.1786	0.94482	0.91095	1.0	19731	0	-1.1786
HNF4A	6	0.27055	0.33878	0.755058	8329	3	-0.078468	0.17908	0.35216	0.963749	6049	3	-0.078468
PYGB	6	0.2706	0.33878	0.755058	8330	2	0.4402	0.48783	0.63001	0.963749	11543	2	0.4402
ZBTB14	6	0.27062	0.33878	0.755058	8331	3	-0.63813	0.98329	0.96734	1.0	20430	0	-0.63813
NBPF1	5	0.27084	0.27383	0.70463	8332	2	-0.076474	0.98042	0.95981	1.0	20382	0	-0.076474
GNAO1	4	0.27095	0.2522	0.70463	8333	2	-0.83419	0.60127	0.60743	0.963749	13228	1	-0.83419
CHRNB2	6	0.27101	0.34044	0.75744	8334	2	1.0065	0.0014361	0.0066233	0.874412	107	4	1.0065
RASGRP1	4	0.27103	0.2522	0.70463	8335	2	-0.39679	0.86992	0.82571	0.977658	18173	0	-0.39679
OMD	4	0.27103	0.2522	0.70463	8336	1	0.25035	0.77382	0.71359	0.963749	16230	0	0.25035
DDI1	4	0.27103	0.2522	0.70463	8337	1	0.44252	0.74305	0.69225	0.963749	15588	1	0.44252
C8orf58	4	0.27103	0.2522	0.70463	8338	2	-0.55824	0.54769	0.57037	0.963749	12413	1	-0.55824
EDIL3	4	0.27103	0.2522	0.70463	8339	1	0.15713	0.10149	0.20535	0.963749	4065	1	0.15713
METAP1	4	0.27103	0.2522	0.70463	8340	1	0.44099	0.10764	0.20969	0.963749	4215	1	0.44099
KDM8	4	0.27107	0.2522	0.70463	8341	2	-0.80166	0.58507	0.60219	0.963749	12989	1	-0.80166
ZNF155	4	0.27109	0.2522	0.70463	8342	2	-0.87434	0.52456	0.55812	0.963749	12067	1	-0.87434
MMADHC	4	0.27121	0.2522	0.70463	8343	2	-0.91003	0.463	0.53682	0.963749	11228	1	-0.91003
EBF3	5	0.27126	0.27383	0.70463	8344	2	0.16827	0.86733	0.8141	0.974109	18112	0	0.16827
TMED7	5	0.27126	0.27383	0.70463	8345	2	-0.04213	0.50037	0.61048	0.963749	11718	1	-0.04213
CIZ1	5	0.27126	0.27383	0.70463	8346	2	0.14403	0.38271	0.53419	0.963749	9961	2	0.14403
PANK2	5	0.27126	0.27383	0.70463	8347	2	-0.043144	0.6034	0.6448	0.963749	13263	1	-0.043144
