id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LAMTOR2	2	0.26509	0.24783	0.69952	8196	1	-0.211	0.73111	0.80306	1.0	14854	0	-0.211
hsa-mir-592	3	0.26512	0.28937	0.735647	8197	1	0.13269	0.1522	0.3003	1.0	4927	2	0.13269
KIF23	5	0.26514	0.30716	0.746369	8198	2	-0.066102	0.32341	0.564	1.0	8216	1	-0.066102
PPFIA1	2	0.26517	0.24783	0.69952	8199	1	-0.62949	0.39286	0.47805	1.0	9257	1	-0.62949
ZNF625	2	0.2652	0.24783	0.69952	8200	1	-0.16636	0.45477	0.53104	1.0	10154	1	-0.16636
TSNAX	2	0.26522	0.24783	0.69952	8201	1	-0.67513	0.17436	0.2804	1.0	5447	1	-0.67513
IGFBP3	5	0.26527	0.30716	0.746369	8202	3	-0.29917	0.77711	0.85253	1.0	15763	1	-0.29917
PRELID2	3	0.26528	0.28937	0.735647	8203	2	-0.23553	0.73275	0.81728	1.0	14886	0	-0.23553
PHRF1	1	0.26533	0.20623	0.658963	8204	1	-0.31513	0.73467	0.79377	1.0	14924	0	-0.31513
TMEM57	3	0.26548	0.29039	0.735647	8205	2	-0.3582	0.69047	0.77512	1.0	14043	0	-0.3582
SPSB4	3	0.26555	0.29039	0.735647	8206	2	-0.23101	0.89355	0.94118	1.0	18154	0	-0.23101
COL24A1	3	0.26557	0.29039	0.735647	8207	2	-0.21372	0.84383	0.90137	1.0	17133	0	-0.21372
STX16	2	0.2657	0.24783	0.69952	8208	1	-0.2831	0.67336	0.76073	1.0	13712	0	-0.2831
C9orf84	3	0.26582	0.29039	0.735647	8209	2	-0.22601	0.48903	0.60052	1.0	10679	1	-0.22601
APLNR	1	0.26593	0.20623	0.658963	8210	1	-0.14761	0.73407	0.79377	1.0	14913	0	-0.14761
ZC3H7B	1	0.266	0.20623	0.658963	8211	1	-0.21966	0.734	0.79377	1.0	14911	0	-0.21966
C16orf95	3	0.266	0.29142	0.735647	8212	2	-0.13949	0.296	0.46407	1.0	7727	1	-0.13949
BST1	1	0.2662	0.20743	0.659116	8213	1	-0.20367	0.7338	0.79257	1.0	14906	0	-0.20367
SNX19	5	0.26621	0.30802	0.746949	8214	2	0.10023	0.13097	0.33492	1.0	4410	3	0.10023
SLC35F1	4	0.26622	0.29715	0.73863	8215	2	-0.22957	0.95173	0.97758	1.0	19391	0	-0.22957
FAM210A	3	0.26626	0.29142	0.735647	8216	1	0.10011	0.41834	0.54389	1.0	9613	1	0.10011
CALML5	1	0.26629	0.20743	0.659116	8217	1	-0.39766	0.73371	0.79257	1.0	14905	0	-0.39766
PIGS	2	0.26631	0.24783	0.69952	8218	1	-0.27245	0.38202	0.46583	1.0	9095	1	-0.27245
NETO1	3	0.2664	0.29142	0.735647	8219	2	-0.22832	0.47891	0.59035	1.0	10522	1	-0.22832
BSCL2	3	0.26641	0.29142	0.735647	8220	1	-0.041382	0.52002	0.62637	1.0	11129	1	-0.041382
hsa-mir-500b	3	0.26646	0.29142	0.735647	8221	2	-0.30473	0.02257	0.08185	1.0	1171	1	-0.30473
GOLGA5	4	0.26664	0.29715	0.73863	8222	2	-0.24203	0.87914	0.93477	1.0	17863	0	-0.24203
KPNA7	3	0.26675	0.29142	0.735647	8223	1	0.047845	0.58268	0.66968	1.0	12127	1	0.047845
C3orf80	3	0.26697	0.29142	0.735647	8224	2	-0.11549	0.76503	0.84052	1.0	15514	0	-0.11549
CLMN	3	0.26698	0.29142	0.735647	8225	1	-0.07461	0.6156	0.70145	1.0	12714	1	-0.07461
DCST2	5	0.26699	0.30802	0.746949	8226	3	-0.17377	0.36859	0.62193	1.0	8897	2	-0.17377
ERP44	3	0.26705	0.29142	0.735647	8227	2	-0.2646	0.33394	0.49158	1.0	8392	1	-0.2646
ATP4B	3	0.26706	0.29142	0.735647	8228	1	0.40742	0.10368	0.21902	1.0	3774	2	0.40742
THAP4	2	0.26706	0.24783	0.69952	8229	1	-0.063822	0.43217	0.50959	1.0	9822	1	-0.063822
VENTX	2	0.26711	0.24783	0.69952	8230	1	-0.17069	0.66155	0.75127	1.0	13502	0	-0.17069
DNAJC8	3	0.26721	0.29142	0.735647	8231	1	-0.064432	0.40583	0.53525	1.0	9452	1	-0.064432
MED21	2	0.26722	0.24783	0.69952	8232	1	-1.1167	0.76159	0.83773	1.0	15436	0	-1.1167
NDUFA11	2	0.26727	0.24783	0.69952	8233	1	-0.45597	0.67827	0.76307	1.0	13801	0	-0.45597
NCAPG2	2	0.2673	0.24783	0.69952	8234	1	-0.13235	0.26243	0.34454	1.0	7150	1	-0.13235
TMEM214	2	0.26732	0.24783	0.69952	8235	1	-0.069343	0.41834	0.49457	1.0	9614	1	-0.069343
ATP6V1G1	4	0.26734	0.29798	0.73863	8236	1	0.032811	0.75076	0.83523	1.0	15244	1	0.032811
FGF6	3	0.2674	0.29142	0.735647	8237	1	-0.026598	0.53669	0.63796	1.0	11390	1	-0.026598
NOTCH3	1	0.2675	0.20865	0.660111	8238	1	-0.39869	0.7325	0.79135	1.0	14881	0	-0.39869
FAM120C	3	0.26757	0.29142	0.735647	8239	2	-0.43837	0.57223	0.66247	1.0	11951	1	-0.43837
SMAP2	4	0.26759	0.29798	0.73863	8240	2	-0.1961	0.61756	0.73222	1.0	12748	1	-0.1961
PABPC4	3	0.26766	0.29142	0.735647	8241	2	-0.1093	0.021011	0.076601	1.0	1089	1	-0.1093
hsa-mir-4478	3	0.2677	0.29142	0.735647	8242	2	-0.16302	0.8124	0.88335	1.0	16498	0	-0.16302
hsa-mir-4462	4	0.2677	0.29798	0.73863	8243	2	-0.14137	0.1552	0.32659	1.0	5000	1	-0.14137
SLCO4A1	3	0.2677	0.29142	0.735647	8244	2	-0.15796	0.72015	0.80663	1.0	14629	0	-0.15796
WBSCR16	3	0.26774	0.29142	0.735647	8245	2	-0.18232	0.88163	0.93078	1.0	17917	0	-0.18232
GPRASP1	2	0.26775	0.24934	0.699636	8246	1	-0.050382	0.29125	0.37179	1.0	7653	1	-0.050382
FBXL6	3	0.2678	0.29142	0.735647	8247	2	-0.20277	0.85513	0.90737	1.0	17369	0	-0.20277
TOX4	3	0.26799	0.29142	0.735647	8248	2	-0.44246	0.80242	0.87645	1.0	16295	0	-0.44246
WHAMM	3	0.26807	0.29142	0.735647	8249	2	-0.19137	0.86413	0.91731	1.0	17570	0	-0.19137
DMBT1	3	0.26808	0.29142	0.735647	8250	1	0.02606	0.62316	0.70861	1.0	12848	1	0.02606
IFI44L	4	0.26808	0.29884	0.73875	8251	2	-0.19428	0.37281	0.59879	1.0	8951	1	-0.19428
DPF3	2	0.26809	0.24934	0.699636	8252	1	-0.012898	0.06773	0.14053	1.0	2795	1	-0.012898
CEP89	4	0.26818	0.29884	0.73875	8253	2	0.057994	0.18141	0.36066	1.0	5618	2	0.057994
WDR3	4	0.26823	0.29884	0.73875	8254	2	-0.097113	0.80477	0.88149	1.0	16343	0	-0.097113
PCDHB1	4	0.26825	0.29884	0.73875	8255	2	-0.16256	0.26247	0.47153	1.0	7151	1	-0.16256
FKRP	3	0.26836	0.29142	0.735647	8256	2	-0.46661	0.19857	0.38533	1.0	6000	1	-0.46661
TMEM123	3	0.26838	0.29142	0.735647	8257	1	-0.13233	0.30943	0.46843	1.0	7978	1	-0.13233
hsa-mir-4645	3	0.26839	0.29142	0.735647	8258	2	-0.32419	0.77233	0.84877	1.0	15661	0	-0.32419
ZMAT1	3	0.26846	0.29142	0.735647	8259	1	0.013314	0.65916	0.74883	1.0	13456	0	0.013314
KCNK13	4	0.26851	0.29969	0.739454	8260	2	-0.12288	0.82233	0.89272	1.0	16710	0	-0.12288
SDS	3	0.26852	0.29142	0.735647	8261	2	-0.39039	0.82713	0.89413	1.0	16816	0	-0.39039
MYCL	3	0.26857	0.29142	0.735647	8262	1	0.04636	0.57484	0.66389	1.0	11993	1	0.04636
ARHGAP33	3	0.26857	0.29142	0.735647	8263	2	-0.30548	0.052791	0.13481	1.0	2284	1	-0.30548
ENTPD8	3	0.26859	0.29142	0.735647	8264	2	-0.29725	0.70784	0.79807	1.0	14394	0	-0.29725
VCX3B	3	0.26872	0.29142	0.735647	8265	2	-0.13364	0.44815	0.56704	1.0	10042	1	-0.13364
MUC4	3	0.26882	0.29142	0.735647	8266	2	-0.26829	0.67659	0.76562	1.0	13770	0	-0.26829
TAS2R13	5	0.26886	0.31505	0.753375	8267	3	-0.16979	0.70741	0.81837	1.0	14385	1	-0.16979
UBE2V2	4	0.26891	0.30055	0.739454	8268	2	-0.036917	0.48114	0.64901	1.0	10557	1	-0.036917
F2RL1	3	0.26891	0.29243	0.736901	8269	2	-0.17326	0.65909	0.74883	1.0	13455	0	-0.17326
MET	5	0.26891	0.31505	0.753375	8270	3	-0.071731	0.28029	0.51794	1.0	7452	1	-0.071731
ZNF189	2	0.26897	0.2508	0.700152	8271	1	0.38496	0.040899	0.08947	1.0	1855	1	0.38496
SSX2	4	0.26901	0.30055	0.739454	8272	2	-0.21253	0.5759	0.70657	1.0	12011	1	-0.21253
NPHS2	6	0.26902	0.32395	0.761822	8273	3	-0.15999	0.83636	0.90119	1.0	16993	1	-0.15999
TTC18	3	0.26905	0.29243	0.736901	8274	2	-0.3285	0.86934	0.92064	1.0	17668	0	-0.3285
ANKRD66	4	0.26906	0.30055	0.739454	8275	1	-0.01986	0.21388	0.41538	1.0	6325	1	-0.01986
CLDND2	4	0.26907	0.30055	0.739454	8276	2	-0.077425	0.27781	0.48991	1.0	7405	2	-0.077425
RAB3B	5	0.26907	0.31505	0.753375	8277	3	-0.21579	0.64361	0.78531	1.0	13172	1	-0.21579
C6orf141	2	0.26908	0.2508	0.700152	8278	1	-0.13008	0.51994	0.61159	1.0	11126	0	-0.13008
SLC46A2	3	0.26912	0.29243	0.736901	8279	2	-0.2755	0.021883	0.079599	1.0	1141	1	-0.2755
hsa-mir-1255b-2	3	0.26921	0.29243	0.736901	8280	1	0.13595	0.17417	0.33742	1.0	5441	2	0.13595
TP53INP2	2	0.26945	0.2508	0.700152	8281	1	0.090377	0.094181	0.19235	1.0	3531	1	0.090377
CTSG	3	0.26947	0.29346	0.737262	8282	2	-0.3164	0.43803	0.55978	1.0	9896	1	-0.3164
MLXIP	3	0.26951	0.29346	0.737262	8283	2	-0.17852	0.67708	0.76697	1.0	13782	0	-0.17852
SNX24	4	0.26954	0.30055	0.739454	8284	2	-0.27239	0.45161	0.63442	1.0	10102	1	-0.27239
RNF187	3	0.26955	0.29346	0.737262	8285	1	0.18801	0.13697	0.27055	1.0	4567	2	0.18801
OR14C36	4	0.26955	0.30055	0.739454	8286	2	-0.10455	0.03561	0.1145	1.0	1659	2	-0.10455
hsa-mir-422a	2	0.26958	0.2508	0.700152	8287	1	-0.099169	0.32108	0.40372	1.0	8177	1	-0.099169
SLC7A1	3	0.26959	0.29346	0.737262	8288	2	-0.29911	0.43131	0.55118	1.0	9800	1	-0.29911
AMMECR1	3	0.26963	0.29346	0.737262	8289	1	0.18911	0.075094	0.16808	1.0	3013	2	0.18911
IL23R	3	0.26964	0.29346	0.737262	8290	2	-0.52857	0.77124	0.84877	1.0	15646	0	-0.52857
KAT6B	5	0.26969	0.31604	0.754903	8291	2	-0.13149	0.84091	0.90731	1.0	17080	0	-0.13149
ANO8	4	0.2697	0.30055	0.739454	8292	1	0.29477	0.03555	0.11387	1.0	1656	3	0.29477
WDPCP	2	0.26971	0.2508	0.700152	8293	1	-0.16058	0.49573	0.58733	1.0	10765	1	-0.16058
RORC	4	0.26978	0.30055	0.739454	8294	2	-0.13106	0.062745	0.18458	1.0	2639	1	-0.13106
MAPKAPK2	4	0.2698	0.30055	0.739454	8295	2	-0.089367	0.39852	0.60862	1.0	9339	1	-0.089367
ISCA2	2	0.26982	0.25229	0.701555	8296	1	-0.25541	0.69893	0.78252	1.0	14205	0	-0.25541
MGAT2	4	0.26986	0.30055	0.739454	8297	2	-0.080571	0.45236	0.63442	1.0	10116	1	-0.080571
ZNF611	3	0.26989	0.29449	0.737262	8298	2	-0.28169	0.86007	0.91103	1.0	17484	0	-0.28169
MAGEB10	3	0.26993	0.29449	0.737262	8299	2	-0.42526	0.46234	0.58019	1.0	10286	1	-0.42526
WDR72	2	0.26995	0.25229	0.701555	8300	1	-0.24363	0.075386	0.15847	1.0	3021	1	-0.24363
ENTPD6	3	0.27002	0.29449	0.737262	8301	2	-0.19833	0.092719	0.19865	1.0	3492	1	-0.19833
SLC17A4	3	0.27012	0.29449	0.737262	8302	2	-0.10677	0.7379	0.82194	1.0	14978	0	-0.10677
FAM163B	3	0.27018	0.29449	0.737262	8303	2	-0.17693	0.13869	0.27168	1.0	4602	1	-0.17693
PTPRB	4	0.27019	0.30055	0.739454	8304	1	-0.031062	0.60633	0.72124	1.0	12561	1	-0.031062
ASF1A	3	0.27023	0.29449	0.737262	8305	1	0.20022	0.58084	0.66968	1.0	12088	1	0.20022
hsa-mir-4730	4	0.27029	0.30055	0.739454	8306	1	0.13598	0.18741	0.36674	1.0	5741	2	0.13598
TNFSF10	3	0.27034	0.29449	0.737262	8307	2	-0.31828	0.54764	0.64228	1.0	11572	1	-0.31828
GPNMB	4	0.27036	0.30055	0.739454	8308	2	-0.054682	0.19021	0.37089	1.0	5808	2	-0.054682
hsa-mir-1271	3	0.27037	0.29449	0.737262	8309	2	-0.264	0.85196	0.90595	1.0	17298	0	-0.264
STIL	4	0.27053	0.30055	0.739454	8310	1	0.32373	0.04538	0.14378	1.0	2019	3	0.32373
LANCL3	2	0.27062	0.25229	0.701555	8311	1	-0.21294	0.63776	0.72814	1.0	13077	0	-0.21294
VAMP7_X	5	0.27067	0.31604	0.754903	8312	2	0.067808	0.1444	0.36147	1.0	4730	3	0.067808
NRTN	4	0.2707	0.30364	0.742892	8313	2	-0.18394	0.78628	0.85983	1.0	15959	0	-0.18394
PPIAL4A	4	0.27073	0.30364	0.742892	8314	2	-0.15853	0.55368	0.69079	1.0	11663	1	-0.15853
SAMSN1	3	0.27075	0.29449	0.737262	8315	2	-0.20297	0.5958	0.67982	1.0	12375	1	-0.20297
GBP7	1	0.27085	0.21226	0.662157	8316	1	-0.33178	0.72915	0.78774	1.0	14811	0	-0.33178
SMAD1	3	0.2709	0.29449	0.737262	8317	2	-0.084272	0.41274	0.54246	1.0	9540	1	-0.084272
NCF4	3	0.27095	0.29449	0.737262	8318	1	-0.067549	0.84055	0.89975	1.0	17072	0	-0.067549
TMEM54	2	0.27096	0.25229	0.701555	8319	1	-1.9039	0.64676	0.74169	1.0	13235	0	-1.9039
CAPZA3	3	0.27108	0.29449	0.737262	8320	2	-0.25314	0.46049	0.57878	1.0	10259	1	-0.25314
OTOP1	4	0.27133	0.30364	0.742892	8321	2	-0.11205	0.39218	0.60368	1.0	9244	1	-0.11205
LBP	3	0.2714	0.29449	0.737262	8322	1	-0.063396	0.79851	0.87377	1.0	16210	0	-0.063396
PRR20A	6	0.27142	0.32541	0.763224	8323	2	0.084714	0.047139	0.17763	1.0	2083	3	0.084714
HIST1H3A	4	0.27144	0.30364	0.742892	8324	2	-0.10573	0.29971	0.52695	1.0	7784	2	-0.10573
TRPM3	6	0.27144	0.32541	0.763224	8325	3	-0.11389	0.11582	0.33793	1.0	4074	2	-0.11389
NTSR1	1	0.27155	0.21226	0.662157	8326	1	-0.43159	0.72845	0.78774	1.0	14800	0	-0.43159
PLCD4	3	0.2717	0.29449	0.737262	8327	1	-0.064148	0.36029	0.50464	1.0	8783	1	-0.064148
CLPB	3	0.27171	0.29449	0.737262	8328	2	-0.21435	0.54097	0.63939	1.0	11457	1	-0.21435
POMK	5	0.27172	0.31861	0.757149	8329	3	-0.085984	0.91228	0.95503	1.0	18547	0	-0.085984
OR4M1	1	0.27175	0.2135	0.662477	8330	1	-0.72362	0.72825	0.7865	1.0	14794	0	-0.72362
CNPY2	3	0.27178	0.29449	0.737262	8331	2	-0.20415	0.83337	0.8966	1.0	16932	0	-0.20415
APOC4	3	0.27184	0.29449	0.737262	8332	2	-0.24433	0.85707	0.90811	1.0	17418	0	-0.24433
LOC100144595	4	0.27191	0.30364	0.742892	8333	2	-0.051585	0.24633	0.45248	1.0	6878	1	-0.051585
HTR5A	4	0.27191	0.30364	0.742892	8334	2	-0.061068	0.20053	0.39381	1.0	6056	1	-0.061068
RGS19	4	0.27199	0.30364	0.742892	8335	2	-0.23309	0.8909	0.94185	1.0	18088	0	-0.23309
VTA1	2	0.27199	0.25381	0.704671	8336	1	-0.39495	0.63507	0.72686	1.0	13041	0	-0.39495
SSB	3	0.27211	0.29449	0.737262	8337	2	-0.1994	0.82582	0.89331	1.0	16788	0	-0.1994
RERGL	4	0.27212	0.30364	0.742892	8338	2	-0.094916	0.60769	0.72124	1.0	12586	1	-0.094916
ZNF501	3	0.27215	0.29449	0.737262	8339	1	0.14214	0.10462	0.222	1.0	3797	2	0.14214
PGF	3	0.27215	0.29449	0.737262	8340	2	-0.15062	0.4667	0.58311	1.0	10349	1	-0.15062
TCEB2	1	0.27222	0.2135	0.662477	8341	1	-0.26772	0.72778	0.7865	1.0	14784	0	-0.26772
CLDN12	3	0.27251	0.29624	0.738282	8342	2	-0.1418	0.67637	0.76426	1.0	13765	0	-0.1418
BBX	2	0.27255	0.25534	0.707352	8343	1	-0.82258	0.17717	0.28345	1.0	5517	1	-0.82258
PGBD2	3	0.27257	0.29624	0.738282	8344	1	-0.023273	0.60168	0.687	1.0	12487	1	-0.023273
KRT3	3	0.27279	0.29624	0.738282	8345	1	-0.022114	0.076523	0.16972	1.0	3057	1	-0.022114
ZNF182	3	0.2728	0.29624	0.738282	8346	2	-0.15987	0.61442	0.70145	1.0	12689	1	-0.15987
C20orf24	2	0.27287	0.25534	0.707352	8347	1	-0.16089	0.5519	0.63802	1.0	11642	0	-0.16089
TMED8	3	0.27299	0.29624	0.738282	8348	2	-0.15574	0.5127	0.61769	1.0	11009	1	-0.15574
TMEM256	4	0.273	0.30449	0.742892	8349	2	-0.13714	0.26205	0.47153	1.0	7142	2	-0.13714
PCDH7	4	0.27305	0.30449	0.742892	8350	2	-0.10931	0.37913	0.60244	1.0	9039	1	-0.10931
ENHO	4	0.27308	0.30449	0.742892	8351	1	0.12361	0.17953	0.35723	1.0	5575	2	0.12361
PLK3	1	0.2731	0.21469	0.663872	8352	1	-0.24492	0.7269	0.78531	1.0	14771	0	-0.24492
TRIM39	3	0.27311	0.29624	0.738282	8353	2	-0.22397	0.76673	0.84157	1.0	15545	0	-0.22397
C9orf96	1	0.27317	0.21469	0.663872	8354	1	-0.40055	0.72683	0.78531	1.0	14769	0	-0.40055
OPN1SW	4	0.27318	0.30449	0.742892	8355	2	-0.1228	0.8263	0.89449	1.0	16800	0	-0.1228
E4F1	3	0.27321	0.29624	0.738282	8356	2	-0.058759	0.037352	0.10925	1.0	1723	1	-0.058759
S1PR5	2	0.27321	0.25686	0.709406	8357	1	-0.4123	0.50481	0.59649	1.0	10895	1	-0.4123
TEX14	3	0.27325	0.29624	0.738282	8358	1	-0.14306	0.60065	0.68549	1.0	12465	1	-0.14306
UBR7	5	0.27326	0.3196	0.757149	8359	3	-0.40489	0.27718	0.51684	1.0	7390	1	-0.40489
CAMK1	1	0.2733	0.21469	0.663872	8360	1	-0.3055	0.7267	0.78531	1.0	14767	0	-0.3055
PAK4	3	0.27332	0.29624	0.738282	8361	1	0.05719	0.45743	0.57588	1.0	10199	1	0.05719
DUS3L	4	0.27342	0.30449	0.742892	8362	2	-0.12148	0.28556	0.49787	1.0	7546	1	-0.12148
FAM118A	4	0.27347	0.30449	0.742892	8363	1	-0.044029	0.6961	0.77646	1.0	14159	1	-0.044029
NEUROG3	4	0.27347	0.30449	0.742892	8364	2	-0.11651	0.86223	0.92009	1.0	17526	0	-0.11651
IL17C	4	0.27355	0.30449	0.742892	8365	2	0.055861	0.11237	0.27081	1.0	3994	2	0.055861
FAM210B	1	0.27355	0.21469	0.663872	8366	1	-0.4316	0.72645	0.78531	1.0	14763	0	-0.4316
HFE2	3	0.27358	0.29624	0.738282	8367	2	-0.36871	0.89095	0.93949	1.0	18090	0	-0.36871
NRCAM	5	0.27382	0.3196	0.757149	8368	3	-0.38336	0.96611	0.9853	1.0	19728	0	-0.38336
C11orf52	4	0.27391	0.30662	0.745981	8369	2	-0.022619	0.28811	0.5035	1.0	7584	1	-0.022619
TWSG1	5	0.27395	0.3196	0.757149	8370	2	-0.036724	0.73259	0.82806	1.0	14883	1	-0.036724
DMRTA2	3	0.27396	0.29624	0.738282	8371	2	-0.15379	0.43955	0.56124	1.0	9917	1	-0.15379
ZNF579	1	0.27397	0.21469	0.663872	8372	1	-0.31235	0.72603	0.78531	1.0	14756	0	-0.31235
EFNA3	3	0.27404	0.29624	0.738282	8373	2	-0.20857	0.50158	0.60622	1.0	10851	1	-0.20857
EZH2	3	0.27407	0.29624	0.738282	8374	2	-0.25049	0.27651	0.45964	1.0	7380	1	-0.25049
MLL	3	0.27415	0.29624	0.738282	8375	1	0.26371	0.15461	0.30653	1.0	4991	2	0.26371
ZNF177	3	0.27419	0.29624	0.738282	8376	1	-0.046764	0.83167	0.89413	1.0	16895	0	-0.046764
USP17L8	3	0.27426	0.29624	0.738282	8377	2	-0.21298	0.69983	0.78301	1.0	14227	0	-0.21298
TSSK4	3	0.27428	0.29624	0.738282	8378	2	-0.39032	0.89286	0.94061	1.0	18139	0	-0.39032
OR4D2	3	0.2743	0.29624	0.738282	8379	2	-0.27803	0.35377	0.5003	1.0	8695	1	-0.27803
PSMA3	1	0.2743	0.21469	0.663872	8380	1	-0.57152	0.7257	0.78531	1.0	14744	0	-0.57152
PHB	3	0.27436	0.29624	0.738282	8381	2	-0.33805	0.50032	0.60622	1.0	10825	1	-0.33805
ABI2	3	0.27444	0.29624	0.738282	8382	2	-0.32094	0.76318	0.83837	1.0	15474	0	-0.32094
LAGE3	3	0.27446	0.29624	0.738282	8383	2	-0.41199	0.18231	0.3527	1.0	5637	1	-0.41199
TRIP13	6	0.27451	0.32695	0.763755	8384	3	-0.08873	0.25474	0.5454	1.0	7016	2	-0.08873
NUDT2	5	0.27457	0.3196	0.757149	8385	3	-0.11504	0.27269	0.51174	1.0	7319	2	-0.11504
FKBP9	3	0.27457	0.29624	0.738282	8386	2	-0.23105	0.57767	0.66681	1.0	12037	1	-0.23105
OR2A7	1	0.27459	0.21706	0.666335	8387	1	-0.20023	0.72541	0.78294	1.0	14740	0	-0.20023
TINAGL1	3	0.27475	0.29624	0.738282	8388	1	-0.07363	0.3765	0.51339	1.0	9012	1	-0.07363
CXCL6	3	0.27476	0.29624	0.738282	8389	2	-0.41307	0.46981	0.58601	1.0	10395	1	-0.41307
PODN	3	0.27486	0.29624	0.738282	8390	1	-0.11799	0.22432	0.41355	1.0	6519	1	-0.11799
SDHAF2	2	0.27488	0.25686	0.709406	8391	1	1.2801	0.0025899	0.0071394	1.0	167	1	1.2801
AGO4	3	0.27495	0.29624	0.738282	8392	2	-0.18948	0.15552	0.30873	1.0	5007	1	-0.18948
IMPAD1	5	0.27496	0.3196	0.757149	8393	3	-0.11203	0.86109	0.91835	1.0	17505	0	-0.11203
AP3S2	4	0.27498	0.30662	0.745981	8394	1	0.092833	0.10351	0.25762	1.0	3768	2	0.092833
LIN28B	3	0.27503	0.29624	0.738282	8395	2	-0.10511	0.77697	0.85583	1.0	15761	0	-0.10511
ACP2	1	0.27507	0.21707	0.666335	8396	1	-0.30235	0.72493	0.78293	1.0	14730	0	-0.30235
C14orf142	4	0.27508	0.30882	0.747446	8397	2	-0.096185	0.019135	0.069632	1.0	1006	1	-0.096185
NR1H4	3	0.27509	0.29624	0.738282	8398	1	0.61656	0.0045687	0.017795	1.0	289	2	0.61656
GPRC5D	3	0.2751	0.29624	0.738282	8399	2	-0.22907	0.75025	0.83078	1.0	15237	0	-0.22907
IFNAR1	1	0.27518	0.21707	0.666335	8400	1	-0.58335	0.72482	0.78293	1.0	14725	0	-0.58335
CXXC5	5	0.27521	0.3196	0.757149	8401	3	-0.15545	0.3607	0.60873	1.0	8790	2	-0.15545
hsa-mir-557	4	0.27528	0.30882	0.747446	8402	1	0.32707	0.050023	0.15763	1.0	2179	3	0.32707
XRCC3	3	0.27535	0.29624	0.738282	8403	2	-0.25923	0.043737	0.11777	1.0	1960	1	-0.25923
ZNF121	3	0.27546	0.29728	0.73863	8404	2	-0.11883	0.54312	0.64085	1.0	11490	1	-0.11883
TP53I11	2	0.27548	0.25686	0.709406	8405	1	-0.4141	0.77839	0.84917	1.0	15797	0	-0.4141
SBSN	5	0.27551	0.3196	0.757149	8406	2	-0.050842	0.62843	0.77755	1.0	12936	1	-0.050842
HNRNPK	3	0.27558	0.29728	0.73863	8407	1	-0.1361	0.83493	0.89896	1.0	16965	0	-0.1361
BTBD10	3	0.27564	0.29728	0.73863	8408	2	-0.26359	0.17717	0.34368	1.0	5518	1	-0.26359
ZNF560	3	0.27566	0.29728	0.73863	8409	2	-0.27882	0.23974	0.43957	1.0	6771	1	-0.27882
SLC44A5	4	0.27572	0.31187	0.751059	8410	2	-0.16194	0.82561	0.89449	1.0	16785	0	-0.16194
U2AF1	2	0.27575	0.25686	0.709406	8411	1	-0.84179	0.74355	0.81457	1.0	15089	0	-0.84179
SLC24A2	3	0.27576	0.29728	0.73863	8412	2	-0.23556	0.79263	0.8692	1.0	16082	0	-0.23556
RSPO2	5	0.27587	0.3196	0.757149	8413	1	-0.024812	0.32506	0.56516	1.0	8235	1	-0.024812
KRTAP20-2	5	0.27593	0.3196	0.757149	8414	3	-0.20203	0.34571	0.58247	1.0	8580	1	-0.20203
P4HA1	4	0.27601	0.31187	0.751059	8415	2	-0.17334	0.81939	0.88817	1.0	16648	0	-0.17334
DONSON	3	0.27601	0.29728	0.73863	8416	2	-0.38834	0.13261	0.26659	1.0	4442	1	-0.38834
NUDT12	4	0.27604	0.31187	0.751059	8417	2	-0.33745	0.69951	0.78145	1.0	14218	1	-0.33745
BIRC6	4	0.27611	0.31187	0.751059	8418	2	-0.067149	0.33183	0.5796	1.0	8354	2	-0.067149
hsa-mir-8056	2	0.27612	0.25686	0.709406	8419	1	-0.66721	0.68308	0.77001	1.0	13888	0	-0.66721
PLAGL1	4	0.27615	0.31187	0.751059	8420	2	-0.23664	0.49276	0.65512	1.0	10728	1	-0.23664
HOXD9	3	0.27628	0.29728	0.73863	8421	2	-0.22728	0.61165	0.69853	1.0	12635	1	-0.22728
hsa-mir-1289-2	4	0.27638	0.31187	0.751059	8422	2	-0.207	0.21082	0.4064	1.0	6262	1	-0.207
HECW1	3	0.27661	0.29728	0.73863	8423	2	-0.1777	0.39779	0.52945	1.0	9331	1	-0.1777
KLK14	2	0.27665	0.25686	0.709406	8424	1	-0.12127	0.55667	0.65095	1.0	11719	0	-0.12127
POLA1	1	0.27673	0.21824	0.666335	8425	1	-0.66394	0.72327	0.78176	1.0	14692	0	-0.66394
SNX18	4	0.27678	0.31187	0.751059	8426	2	-0.093456	0.0842	0.24128	1.0	3290	2	-0.093456
ASRGL1	5	0.27679	0.3215	0.759056	8427	3	-0.2532	0.36227	0.6101	1.0	8812	2	-0.2532
OARD1	1	0.2768	0.21824	0.666335	8428	1	-0.86672	0.7232	0.78176	1.0	14687	0	-0.86672
RPL36A	4	0.27686	0.31187	0.751059	8429	2	-0.033547	0.78677	0.85983	1.0	15968	0	-0.033547
RASGEF1B	2	0.27686	0.25834	0.71154	8430	1	-0.088215	0.20697	0.30022	1.0	6195	1	-0.088215
CDK2AP2	4	0.27691	0.31187	0.751059	8431	2	-0.11585	0.20273	0.39859	1.0	6100	2	-0.11585
